user_id,user_segment,country,signup_date,product_id,product_name,brand,category,event_type,price,timestamp
229,browser,Indonesia,2024-08-07,12.0,Wireless Mouse,Logitech,Electronics,view,80,1778597805
310,browser,Malaysia,2024-09-04,2582.0,iPad Air,Apple,Electronics,view,900,1778597805
,browser,Philippines,2024-12-09,,Smart Watch,Fitbit,Electronics,view,400,1778597805
425,browser,Malaysia,2026-04-12,48.0,Lipstick,Maybelline,Beauty,click,50,1778597805
57,browser,Malaysia,2025-05-19,,Perfume,Dior,,click,150,1778597805
58,casual,Indonesia,2024-11-04,12.0,Wireless Mouse,Logitech,Electronics,invalid,80,1778597805
355,browser,Thailand,2025-04-28,31.0,Coffee Maker,Philips,Home,view,150,1778597805
,browser,Malaysia,2025-07-28,,Mechanical Keyboard,Logitech,Electronics,click,150,1778597805
141,browser,Malaysia,2024-12-05,47.0,Moisturizer,Nivea,Beauty,view,320,1778597805
,browser,Indonesia,2026-03-17,4.0,Dell XPS 13,Dell,Electronics,view,1800,1778597805
55,buyer,Singapore,2025-09-20,37.0,Microwave Oven,Samsung,,purchase,250,1778597805
unknown_user,browser,Indonesia,2025-10-15,1704.0,Dress,H&M,Fashion,view,120,1778597805
89,casual,Singapore,2026-01-15,3780.0,Treadmill,Technogym,Sports,purchase,1500,1778597805
unknown_user,casual,Indonesia,2024-10-25,13.0,4K Monitor,LG,Electronics,view,600,1778597805
329,buyer,Thailand,2025-04-22,,Leather Belt,Levi's,Fashion,purchase,-60,1778597805
277,browser,Malaysia,2026-02-20,66.0,Python Programming Book,O'Reilly,Books,invalid,50,1778597805
243,buyer,Philippines,2024-05-26,64.0,Gym Bag,Nike,Sports,invalid,90,1778597805
unknown_user,buyer,Thailand,2024-07-19,12.0,Wireless Mouse,Logitech,Electronics,view,80,1778597805
unknown_user,buyer,Indonesia,2024-11-10,50.0,Shampoo,Dove,Beauty,click,20,1778597805
443,browser,Singapore,2024-06-07,44.0,Curtains,Ikea,,click,120,1778597805
267,browser,Malaysia,2024-10-31,21.0,Dress,H&M,Fashion,view,120,1778597805
215,casual,Indonesia,2025-03-07,1.0,iPhone 15,Apple,Electronics,view,1200,1778597805
183,casual,Thailand,2025-12-26,56.0,Football,Adidas,Sports,view,40,1778597805
458,casual,Malaysia,2026-02-28,19.0,T-Shirt,Uniqlo,Fashion,purchase,40,1778597805
298,buyer,Malaysia,2025-05-24,45.0,Wall Clock,Generic,Home,invalid,40,1778597805
116,casual,Thailand,2026-02-22,2018.0,Dining Table,Ikea,,view,800,1778597805
392,browser,Malaysia,2026-03-02,4.0,Dell XPS 13,Dell,,view,16200,1778597805
160,buyer,Indonesia,2025-11-08,38.0,Toaster,Philips,,click,70,1778597805
179,browser,Singapore,2025-03-09,22.0,Hoodie,Puma,Fashion,view,90,1778597805
469,buyer,Thailand,2025-10-28,63.0,Skipping Rope,Decathlon,Sports,purchase,-40,1778597805
376,browser,Singapore,2025-09-16,8.0,AirPods Pro,Apple,Electronics,view,250,1778597805
297,buyer,Malaysia,2025-02-03,41.0,Bed Frame,Ikea,,invalid,6300,1778597805
417,browser,Singapore,2025-05-29,64.0,Gym Bag,Nike,Sports,view,90,1778597805
490,browser,Indonesia,2026-01-28,34.0,Blender,Philips,Home,view,100,1778597805
,browser,Thailand,2024-12-06,67.0,Data Science Handbook,Packt,Books,view,70,1778597805
409,browser,Thailand,2025-01-12,26.0,Backpack,Adidas,Fashion,view,100,1778597805
373,browser,Malaysia,2024-12-16,40.0,Office Chair,Ikea,Home,view,200,1778597805
158,casual,Malaysia,2025-11-08,69.0,Business Strategy Book,Harvard Press,Books,click,60,1778597805
unknown_user,browser,Malaysia,2025-05-23,4766.0,Sony Headphones,Sony,Electronics,view,300,1778597805
174,browser,Malaysia,2025-10-13,1842.0,Skipping Rope,Decathlon,Sports,click,-20,1778597805
85,browser,Malaysia,2025-08-10,10.0,Gaming Laptop,Asus,Electronics,click,2200,1778597805
,browser,Singapore,2026-02-16,2519.0,Sneakers,Adidas,Fashion,view,150,1778597805
16,casual,Singapore,2024-11-29,11.0,Mechanical Keyboard,Logitech,Electronics,click,150,1778597805
unknown_user,browser,Malaysia,2026-01-06,54.0,Body Lotion,Dove,Beauty,view,25,1778597805
218,browser,Singapore,2025-03-17,45.0,Wall Clock,Generic,Home,view,280,1778597805
473,browser,Thailand,2025-04-21,62.0,Cycling Helmet,Giro,Sports,view,80,1778597805
308,browser,Indonesia,2025-05-05,3432.0,Cycling Helmet,Giro,Sports,view,80,1778597805
290,browser,Malaysia,2025-05-11,4009.0,T-Shirt,Uniqlo,Fashion,view,40,1778597805
48,browser,Indonesia,2024-09-30,27.0,Sports Shorts,Nike,Fashion,view,50,1778597805
308,casual,Thailand,2025-12-23,57.0,Basketball,Nike,Sports,view,50,1778597805
85,browser,Malaysia,2026-04-18,12.0,Wireless Mouse,Logitech,Electronics,view,80,1778597805
147,browser,Indonesia,2024-09-18,2.0,Samsung Galaxy S23,Samsung,Electronics,view,1000,1778597805
130,casual,Malaysia,2024-06-02,,Desk Lamp,Philips,Home,view,50,1778597805
107,browser,Malaysia,2025-04-04,30.0,Watch,Casio,Fashion,view,1500,1778597805
398,browser,Vietnam,2024-12-04,37.0,Microwave Oven,Samsung,Home,view,250,1778597805
68,casual,Malaysia,2024-07-06,,Lipstick,Maybelline,Beauty,view,25,1778597805
327,casual,Vietnam,2025-04-23,4.0,Dell XPS 13,Dell,Electronics,purchase,1800,1778597805
309,browser,Thailand,2025-03-16,26.0,Backpack,Adidas,Fashion,view,100,1778597805
451,casual,Vietnam,2025-11-17,21.0,Dress,H&M,,purchase,120,1778597805
494,browser,Vietnam,2025-04-29,53.0,Sunscreen,Nivea,Beauty,view,35,1778597805
239,browser,Indonesia,2025-03-25,25.0,Leather Belt,Levi's,Fashion,view,60,1778597805
,browser,Indonesia,2025-12-17,2.0,Samsung Galaxy S23,Samsung,Electronics,view,9000,1778597805
180,buyer,Indonesia,2025-08-27,,Hair Dryer,Philips,,purchase,80,1778597805
304,buyer,Thailand,2024-07-14,24.0,Sunglasses,Ray-Ban,Fashion,purchase,180,1778597805
71,casual,Singapore,2024-10-23,26.0,Backpack,Adidas,Fashion,view,100,1778597805
161,browser,Singapore,2026-01-13,2172.0,Leather Belt,Levi's,Fashion,view,60,1778597805
,browser,Malaysia,2025-03-10,50.0,Shampoo,Dove,Beauty,click,-20,1778597805
164,buyer,Singapore,2025-10-20,18.0,Jeans,Levi's,Fashion,view,720,1778597805
354,browser,Malaysia,2024-07-23,20.0,Jacket,Zara,Fashion,click,200,1778597805
unknown_user,casual,Malaysia,2026-03-15,21.0,Dress,H&M,Fashion,view,120,1778597805
27,browser,Singapore,2024-06-10,15.0,Bluetooth Speaker,JBL,Electronics,view,120,1778597805
224,browser,Singapore,2025-12-19,8.0,AirPods Pro,Apple,Electronics,view,250,1778597805
218,casual,Malaysia,2024-05-13,4.0,Dell XPS 13,Dell,Electronics,purchase,1800,1778597805
356,browser,Singapore,2024-06-14,,Bed Frame,Ikea,Home,view,900,1778597805
446,browser,Malaysia,2024-12-16,4344.0,Hoodie,Puma,Fashion,view,180,1778597805
213,browser,Vietnam,2024-07-04,15.0,Bluetooth Speaker,JBL,,view,120,1778597805
21,browser,Vietnam,2025-04-13,37.0,Microwave Oven,Samsung,Home,invalid,250,1778597805
322,buyer,Malaysia,2025-03-18,61.0,Treadmill,Technogym,Sports,click,1500,1778597805
495,browser,Singapore,2025-10-09,12.0,Wireless Mouse,Logitech,Electronics,click,80,1778597805
366,browser,Malaysia,2025-04-09,,Toaster,Philips,Home,view,70,1778597805
273,casual,Indonesia,2024-07-31,,Skipping Rope,Decathlon,Sports,click,20,1778597805
170,browser,Singapore,2026-01-18,36.0,Electric Kettle,Tefal,Home,view,480,1778597805
263,buyer,Malaysia,2025-07-25,20.0,Jacket,Zara,Fashion,purchase,200,1778597805
197,browser,Vietnam,2025-02-07,15.0,Bluetooth Speaker,JBL,Electronics,view,-120,1778597805
,casual,Indonesia,2025-08-08,22.0,Hoodie,Puma,Fashion,view,630,1778597805
275,browser,Singapore,2025-07-22,23.0,Cap,Nike,Fashion,view,30,1778597805
499,casual,Malaysia,2025-01-22,24.0,Sunglasses,Ray-Ban,Fashion,view,180,1778597805
342,browser,Indonesia,2024-06-11,63.0,Skipping Rope,Decathlon,Sports,purchase,20,1778597805
457,browser,Malaysia,2025-11-24,3964.0,Sofa,Ikea,Home,view,9600,1778597805
468,browser,Thailand,2024-07-18,,Sony Headphones,Sony,Electronics,view,300,1778597805
248,casual,Malaysia,2025-06-26,,Electric Kettle,Tefal,Home,view,60,1778597805
397,browser,Vietnam,2025-12-23,16.0,Running Shoes,Nike,Fashion,view,120,1778597805
223,browser,Indonesia,2024-12-03,,Formal Shirt,Zara,Fashion,view,450,1778597805
48,casual,Singapore,2025-05-10,25.0,Leather Belt,Levi's,Fashion,view,-60,1778597805
369,casual,Thailand,2026-04-21,34.0,Blender,Philips,Home,invalid,100,1778597805
,browser,Malaysia,2025-06-25,,Electric Kettle,Tefal,Home,view,-60,1778597805
235,browser,Malaysia,2025-10-06,56.0,Football,Adidas,Sports,view,40,1778597805
495,buyer,Thailand,2025-01-20,25.0,Leather Belt,Levi's,Fashion,purchase,240,1778597805
,buyer,Malaysia,2026-01-14,37.0,Microwave Oven,Samsung,,view,-2000,1778597805
325,browser,Singapore,2025-01-15,51.0,Hair Dryer,Philips,,view,80,1778597805
352,browser,Indonesia,2024-09-01,32.0,Air Fryer,Xiaomi,Home,purchase,180,1778597805
498,browser,Singapore,2025-06-06,47.0,Moisturizer,Nivea,Beauty,click,40,1778597805
276,browser,Malaysia,2024-08-20,68.0,Machine Learning Guide,O'Reilly,Books,purchase,80,1778597805
,browser,Singapore,2024-10-26,22.0,Hoodie,Puma,Fashion,click,90,1778597805
,casual,Malaysia,2026-02-18,1904.0,Vacuum Cleaner,Dyson,Home,invalid,1800,1778597805
484,casual,Singapore,2025-10-30,17.0,Sneakers,Adidas,Fashion,click,150,1778597805
364,browser,Indonesia,2025-03-02,9.0,Smart Watch,Fitbit,Electronics,view,400,1778597805
332,buyer,Philippines,2025-09-26,3392.0,Samsung Tablet,Samsung,,click,700,1778597805
unknown_user,browser,Thailand,2024-09-21,25.0,Leather Belt,Levi's,Fashion,view,60,1778597805
169,browser,Singapore,2024-09-09,23.0,Cap,Nike,Fashion,view,-30,1778597805
11,browser,Malaysia,2025-12-24,27.0,Sports Shorts,Nike,Fashion,click,50,1778597805
266,browser,Thailand,2025-02-12,39.0,Dining Table,Ikea,Home,click,-800,1778597805
,browser,Singapore,2024-05-23,2022.0,Self Development Book,Penguin,Books,view,40,1778597805
76,browser,Malaysia,2025-10-19,5.0,iPad Air,Apple,Electronics,click,900,1778597805
,casual,Singapore,2026-05-10,14.0,External SSD,Samsung,Electronics,click,200,1778597805
20,browser,Malaysia,2025-06-28,57.0,Basketball,Nike,Sports,invalid,50,1778597805
,buyer,Malaysia,2024-09-22,20.0,Jacket,Zara,Fashion,view,200,1778597805
394,casual,Indonesia,2025-08-04,2.0,Samsung Galaxy S23,Samsung,Electronics,invalid,-1000,1778597805
,casual,Malaysia,2025-01-14,26.0,Backpack,Adidas,Fashion,click,-100,1778597805
239,casual,Indonesia,2024-08-26,17.0,Sneakers,Adidas,Fashion,view,150,1778597805
unknown_user,browser,Thailand,2024-11-11,37.0,Microwave Oven,Samsung,Home,view,250,1778597805
,browser,Indonesia,2025-12-21,46.0,Face Cleanser,Nivea,Beauty,click,30,1778597805
,browser,Indonesia,2025-06-24,4637.0,Hoodie,Puma,Fashion,view,270,1778597805
23,casual,Thailand,2025-04-21,17.0,Sneakers,Adidas,Fashion,view,150,1778597805
322,casual,Vietnam,2026-02-05,1185.0,Gaming Laptop,Asus,Electronics,purchase,2200,1778597805
,casual,Malaysia,2024-12-26,3.0,MacBook Pro,Apple,Electronics,view,2500,1778597805
