user_id,event_type,product_id,price,timestamp
522.0,click,161,351.21,92
832.0,click,238,319.32,93
359.0,view,49,182.63,94
36.0,purchase,28,78.54,95
758.0,purchase,408,14.52,96
754.0,purchase,156,447.22,97
228.0,view,106,352.78,98
841.0,view,459,300.08,99
878.0,unknown_event,352,423.17,100
305.0,click,155,330.77,101
567.0,purchase,437,350.62,102
454.0,click,125,383.93,103
437.0,view,56,136.19,104
824.0,view,177,211.39,105
807.0,purchase,316,26.15,106
685.0,view,280,342.52,107
528.0,click,302,57.04,108
49.0,purchase,243,301.41,109
,view,64,393.57,110
766.0,purchase,421,,111
,purchase,439,201.18,112
893.0,click,75,359.62,113
602.0,purchase,386,207.86,114
690.0,click,43,76.99,115
431.0,purchase,347,190.17,116
,click,62,258.73,117
620.0,view,453,66.69,118
203.0,purchase,20,30.32,119
298.0,click,421,180.41,120
488.0,click,414,308.23,121
72.0,purchase,99,,122
452.0,view,123,116.41,123
342.0,purchase,310,443.09,124
472.0,view,262,201.43,125
629.0,view,414,418.68,126
558.0,purchase,89,6058.636734667005,127
826.0,view,403,486.24,128
849.0,view,51,,129
91.0,view,229,61.45,130
867.0,view,351,364.25,131
251.0,click,431,19.28,132
69.0,click,152,411.19,133
116.0,unknown_event,480,444.58,134
919.0,purchase,305,487.25,135
472.0,view,464,371.12,136
68.0,purchase,158,383.06,137
313.0,view,69,404.84,138
208.0,view,337,315.34,139
723.0,view,298,351.2,140
526.0,click,45,,141
26.0,view,356,426.68,142
238.0,click,191,9.98,143
814.0,purchase,158,,144
864.0,view,385,106.53,145
252.0,view,189,11.45,146
389.0,purchase,376,341.64,147
875.0,click,246,157.17,148
939.0,purchase,488,436.99,149
424.0,view,62,313.79,150
341.0,click,7,1479.1613384387615,151
265.0,click,176,187.65,152
308.0,view,196,257.11,153
572.0,click,441,244.56,154
139.0,purchase,131,358.09,155
585.0,click,410,85.37,156
319.0,view,380,193.26,157
701.0,purchase,13,244.47,158
51.0,click,358,447.71,159
329.0,click,485,211.38,160
393.0,click,43,76.91,161
957.0,click,413,2274.641953914499,162
505.0,purchase,195,260.52,163
957.0,view,344,21.09,164
252.0,view,239,176.31,165
,click,280,279.48,166
225.0,view,212,302.12,167
418.0,view,96,390.28,168
865.0,view,365,367.44,169
101.0,click,347,265.74,170
210.0,purchase,143,309.98,171
433.0,view,182,84.78,172
976.0,click,296,161.51,173
611.0,view,389,61.49,174
243.0,purchase,277,209.72,175
412.0,click,233,213.46,176
90.0,view,411,280.72,177
131.0,view,101,111.98,178
69.0,click,496,32.97,179
994.0,purchase,372,174.11,180
179.0,purchase,312,,181
356.0,purchase,97,22.24,182
42.0,click,173,11.79,183
314.0,click,255,335.64,184
866.0,click,177,45.67,185
846.0,click,490,26.28,186
911.0,click,426,46.91,187
868.0,view,348,141.29,188
52.0,view,418,33.4,189
465.0,purchase,238,290.86,190
108.0,purchase,241,48.59,191
663.0,purchase,331,241.95,192
926.0,purchase,23,,193
34.0,click,81,264.78,194
234.0,click,187,427.63,195
19.0,purchase,423,217.06,196
981.0,click,355,60.67,197
464.0,purchase,314,316.33,198
464.0,click,29,180.76,199
729.0,click,252,398.49,200
607.0,purchase,124,193.41,201
229.0,view,6,470.11,202
957.0,click,353,470.6,203
388.0,click,12,277.71,204
601.0,view,267,51.83,205
222.0,view,428,189.57,206
924.0,view,399,2634.4990341418543,207
450.0,view,139,372.9,208
244.0,view,176,275.62,209
852.0,unknown_event,470,338.35,210
958.0,click,291,301.11,211
874.0,purchase,132,216.41,212
672.0,click,92,102.99,213
319.0,view,329,200.77,214
525.0,purchase,195,144.58,215
317.0,click,362,82.75,216
256.0,view,107,137.98,217
319.0,purchase,175,396.89,218
440.0,view,127,,219
133.0,view,179,70.28,220
763.0,purchase,272,370.91,221
251.0,view,408,379.61,222
148.0,purchase,184,197.83,223
48.0,view,43,409.43,224
201.0,click,367,402.25,225
622.0,view,363,414.16,226
798.0,purchase,287,188.09,227
977.0,click,65,52.12,228
411.0,view,394,,229
662.0,purchase,60,499.54,230
566.0,click,278,126.85,231
443.0,click,469,82.85,232
107.0,purchase,297,249.31,233
274.0,click,56,9478.106818114127,234
120.0,purchase,281,121.69,235
496.0,purchase,214,424.17,236
62.0,view,292,215.68,237
868.0,view,206,188.74,238
63.0,click,411,326.36,239
377.0,view,287,447.14,240
214.0,purchase,377,131.11,241
798.0,click,257,,242
541.0,purchase,84,160.78,243
984.0,click,422,432.28,244
829.0,purchase,121,429.22,245
638.0,purchase,72,41.73,246
975.0,view,69,447.22,247
851.0,click,4,206.29,248
12.0,view,190,408.95,249
,click,282,157.11,250
522.0,purchase,333,303.42,251
488.0,view,365,37.71,252
975.0,click,496,,253
,purchase,203,282.68,254
99.0,click,319,,255
617.0,purchase,67,398.68,256
807.0,purchase,412,272.23,257
743.0,click,48,325.31,258
165.0,view,268,65.48,259
44.0,view,322,88.22,260
997.0,purchase,9,286.15,261
17.0,click,202,3423.446347393578,262
552.0,purchase,401,285.34,263
443.0,click,346,235.55,264
280.0,click,10,129.21,265
96.0,click,449,171.46,266
956.0,view,309,485.75,267
482.0,purchase,382,171.43,268
502.0,click,396,75.71,269
927.0,purchase,265,386.72,270
291.0,view,26,343.19,271
309.0,view,359,369.55,272
715.0,purchase,157,36.59,273
381.0,view,182,404.85,274
868.0,purchase,441,214.28,275
532.0,click,350,476.96,276
,click,434,475.3,277
223.0,click,157,283.11,278
695.0,view,293,486.22,279
69.0,click,482,221.71,280
543.0,click,474,415.02,281
863.0,click,77,136.09,282
673.0,purchase,462,108.65,283
600.0,click,269,27.71,284
266.0,view,467,23.22,285
481.0,view,437,492.61,286
935.0,click,239,480.05,287
293.0,click,124,8926.69373842499,288
219.0,purchase,387,84.03,289
950.0,click,418,216.31,290
17.0,purchase,36,442.81,291
41.0,click,329,52.01,292
875.0,purchase,87,365.6,293
807.0,click,51,172.58,294
115.0,click,458,28.0,295
809.0,purchase,430,134.61,296
945.0,view,283,421.69,297
472.0,view,276,330.7,298
333.0,view,298,467.19,299
62.0,view,191,253.23,300
861.0,view,228,188.16,301
183.0,purchase,243,,302
900.0,view,453,,303
909.0,unknown_event,286,438.41,304
744.0,click,431,364.32,305
830.0,click,395,347.32,306
322.0,view,429,128.86,307
738.0,view,449,82.28,308
761.0,click,22,313.97,309
921.0,view,164,233.42,310
735.0,purchase,352,444.29,311
4.0,view,356,396.34,312
534.0,click,147,6234.381976575971,313
29.0,click,379,306.32,314
42.0,view,226,266.37,315
83.0,view,208,401.61,316
400.0,purchase,340,106.81,317
521.0,purchase,396,324.39,318
77.0,view,284,24.44,319
266.0,click,333,4807.777630838631,320
457.0,click,481,216.28,321
775.0,view,188,,322
444.0,click,460,493.56,323
287.0,view,398,15.0,324
737.0,view,265,,325
994.0,purchase,364,54.59,326
296.0,click,147,356.83,327
747.0,click,17,160.57,328
363.0,purchase,483,98.85,329
933.0,purchase,244,188.76,330
308.0,click,74,475.39,331
478.0,purchase,150,288.27,332
620.0,click,21,68.22,333
591.0,click,190,358.44,334
134.0,click,410,155.35,335
613.0,purchase,290,374.02,336
321.0,view,266,39.88,337
402.0,purchase,432,229.97,338
353.0,view,126,420.66,339
652.0,click,312,157.65,340
556.0,click,54,8.07,341
,view,201,356.36,342
170.0,view,73,478.64,343
786.0,click,199,173.9,344
3.0,click,67,397.05,345
106.0,purchase,12,117.11,346
401.0,click,146,478.0,347
120.0,purchase,496,,348
,view,478,326.57,349
276.0,click,230,39.85,350
153.0,purchase,286,150.89,351
14.0,click,77,401.75,352
770.0,purchase,17,433.63,353
254.0,view,311,95.75,354
228.0,click,472,151.23,355
311.0,view,142,409.36,356
,purchase,10,222.45,357
713.0,purchase,430,55.73,358
,click,1,394.55,359
903.0,view,319,491.55,360
597.0,purchase,181,147.19,361
967.0,purchase,179,220.4,362
977.0,purchase,27,73.54,363
940.0,view,484,447.06,364
184.0,purchase,261,41.78,365
809.0,view,371,477.56,366
195.0,purchase,79,75.3,367
994.0,click,232,204.52,368
662.0,click,458,305.37,369
897.0,view,9,168.89,370
353.0,purchase,422,54.18,371
151.0,purchase,282,431.36,372
635.0,purchase,340,448.3,373
344.0,purchase,106,47.95,374
554.0,purchase,135,175.22,375
,purchase,292,7.68,376
827.0,click,459,21.42,377
901.0,click,29,191.81,378
18.0,purchase,434,386.72,379
157.0,view,294,219.74,380
524.0,purchase,441,183.18,381
147.0,click,260,460.47,382
772.0,view,267,4489.462692554735,383
236.0,view,99,402.33,384
732.0,view,181,224.44,385
807.0,click,329,284.8,386
107.0,purchase,27,53.3,387
,view,439,70.22,388
569.0,purchase,389,,389
414.0,click,228,95.75,390
380.0,click,216,88.07,391
334.0,purchase,68,160.91,392
498.0,view,328,64.71,393
109.0,click,136,494.79,394
810.0,view,63,74.67,395
59.0,purchase,171,297.76,396
122.0,view,42,260.17,397
925.0,purchase,290,281.97,398
702.0,purchase,366,128.94,399
829.0,purchase,108,8.41,400
238.0,view,108,332.29,401
261.0,click,421,345.34,402
232.0,click,270,458.36,403
438.0,view,299,93.54,404
927.0,purchase,65,170.37,405
383.0,purchase,314,471.78,406
437.0,view,51,482.6,407
736.0,purchase,383,201.05,408
448.0,click,127,398.96,409
952.0,purchase,79,160.19,410
408.0,view,322,275.46,411
731.0,click,401,161.56,412
407.0,view,117,363.42,413
558.0,view,152,65.62,414
582.0,purchase,462,222.56,415
151.0,purchase,381,467.38,416
39.0,click,288,27.61,417
949.0,click,304,363.68,418
442.0,purchase,466,245.98,419
608.0,purchase,317,482.89,420
666.0,purchase,166,442.76,421
738.0,click,374,440.91,422
463.0,view,168,239.81,423
567.0,view,1,340.3,424
,click,290,180.24,425
959.0,click,203,307.2,426
329.0,purchase,71,459.22,427
669.0,click,28,427.94,428
387.0,purchase,264,227.91,429
374.0,purchase,169,151.63,430
593.0,view,40,73.72,431
511.0,purchase,369,419.8,432
944.0,purchase,34,172.1,433
326.0,click,310,173.53,434
557.0,click,293,70.59,435
158.0,purchase,306,369.27,436
183.0,unknown_event,377,332.26,437
181.0,purchase,187,48.17,438
993.0,view,149,96.43,439
323.0,purchase,53,353.26,440
29.0,click,476,,441
202.0,view,414,20.63,442
862.0,click,409,187.69,443
844.0,click,482,81.21,444
426.0,view,492,157.42,445
55.0,purchase,229,,446
639.0,view,405,335.81,447
214.0,view,93,238.62,448
616.0,purchase,372,18.52,449
,purchase,484,291.46,450
399.0,click,126,20.62,451
294.0,click,309,155.77,452
515.0,purchase,67,394.68,453
957.0,view,182,,454
357.0,purchase,281,167.74,455
993.0,view,37,99.71,456
518.0,purchase,440,384.32,457
,purchase,63,493.47,458
616.0,click,474,245.96,459
405.0,purchase,271,157.11,460
837.0,view,307,9711.638927543623,461
172.0,purchase,188,251.6,462
374.0,purchase,477,304.87,463
905.0,view,118,461.46,464
441.0,click,82,289.01,465
341.0,view,106,467.6,466
834.0,purchase,306,89.95,467
289.0,click,366,248.11,468
689.0,click,62,186.62,469
512.0,click,434,231.12,470
100.0,view,454,314.27,471
64.0,purchase,370,416.97,472
882.0,view,36,5.05,473
168.0,view,420,367.38,474
747.0,click,131,467.93,475
853.0,purchase,128,375.56,476
825.0,purchase,78,152.75,477
929.0,click,357,17.59,478
788.0,purchase,478,,479
581.0,click,281,134.55,480
510.0,view,130,60.94,481
348.0,purchase,3,250.75,482
109.0,purchase,451,134.11,483
861.0,purchase,107,175.9,484
,view,138,41.35,485
133.0,purchase,305,32.29,486
29.0,purchase,33,366.79,487
439.0,purchase,451,174.3,488
951.0,click,238,76.34,489
356.0,click,79,30.93,490
449.0,click,291,237.55,491
965.0,click,243,30.65,492
598.0,click,27,102.86,493
872.0,click,484,443.08,494
730.0,purchase,289,458.57,495
333.0,purchase,143,337.65,496
984.0,click,431,231.0,497
664.0,purchase,299,308.9,498
833.0,purchase,435,259.63,499
144.0,view,271,94.17,500
602.0,click,286,162.43,501
538.0,view,280,239.67,502
959.0,purchase,163,408.47,503
402.0,view,148,9583.654262801763,504
515.0,purchase,488,5287.824434621895,505
867.0,view,387,97.05,506
455.0,purchase,219,22.26,507
279.0,purchase,336,210.58,508
,view,87,,509
388.0,purchase,283,53.55,510
886.0,view,382,355.28,511
475.0,click,46,255.39,512
416.0,click,22,481.61,513
142.0,view,435,343.81,514
159.0,purchase,393,98.54,515
561.0,purchase,13,146.72,516
592.0,purchase,438,48.24,517
594.0,purchase,151,291.93,518
,view,260,292.95,519
268.0,view,46,70.12,520
196.0,click,71,50.78,521
14.0,view,50,260.66,522
659.0,purchase,21,400.41,523
122.0,view,283,340.42,524
995.0,click,40,61.5,525
631.0,view,168,153.47,526
130.0,click,75,295.15,527
862.0,purchase,311,,528
511.0,click,7,134.28,529
,click,384,,530
489.0,purchase,9,195.39,531
404.0,click,347,5.87,532
181.0,view,430,254.07,533
15.0,click,450,286.1,534
738.0,purchase,455,92.93,535
952.0,view,425,137.13,536
658.0,view,130,420.48,537
,click,290,53.79,538
661.0,click,479,385.27,539
201.0,purchase,409,446.84,540
970.0,click,223,2392.890713409119,541
379.0,click,98,489.55,542
608.0,view,216,290.29,543
734.0,purchase,116,370.09,544
860.0,click,48,355.65,545
369.0,click,2,308.59,546
649.0,click,403,31.38,547
924.0,view,252,194.86,548
727.0,click,334,406.27,549
260.0,view,18,62.43,550
579.0,purchase,432,117.46,551
536.0,click,454,472.2,552
140.0,click,303,446.03,553
182.0,click,291,276.76,554
963.0,view,367,152.92,555
91.0,view,339,276.27,556
713.0,purchase,119,66.01,557
374.0,purchase,78,360.59,558
757.0,purchase,176,486.62,559
124.0,click,48,387.91,560
526.0,purchase,404,181.9,561
644.0,view,454,306.51,562
944.0,click,2,89.89,563
420.0,purchase,492,377.14,564
296.0,click,232,25.02,565
340.0,click,212,445.41,566
321.0,click,441,,567
12.0,purchase,114,363.51,568
881.0,view,476,6.16,569
839.0,purchase,119,201.42,570
352.0,view,490,476.07,571
251.0,purchase,14,231.51,572
10.0,view,384,144.74,573
125.0,view,182,146.52,574
547.0,purchase,222,386.54,575
218.0,click,472,243.05,576
977.0,click,215,348.67,577
230.0,view,105,225.58,578
685.0,purchase,468,50.0,579
925.0,view,189,137.01,580
444.0,click,123,403.68,581
27.0,click,26,107.32,582
784.0,click,255,63.84,583
158.0,click,282,186.63,584
35.0,purchase,365,193.68,585
630.0,view,24,107.58,586
846.0,purchase,132,18.32,587
438.0,view,382,76.63,588
232.0,view,465,131.47,589
333.0,purchase,278,214.83,590
192.0,purchase,188,382.91,591
875.0,click,56,333.58,592
454.0,purchase,271,8.23,593
732.0,purchase,91,477.1,594
68.0,purchase,2,267.22,595
244.0,view,487,366.15,596
111.0,click,423,350.24,597
788.0,click,355,265.86,598
77.0,click,402,190.38,599
447.0,purchase,180,7846.38016993465,600
,view,425,362.83,601
413.0,purchase,59,163.74,602
119.0,view,40,115.42,603
659.0,purchase,453,479.09,604
311.0,click,401,241.91,605
728.0,click,52,394.18,606
305.0,purchase,256,119.31,607
830.0,click,92,461.21,608
457.0,purchase,142,,609
460.0,view,264,43.94,610
928.0,click,189,449.84,611
632.0,view,30,220.67,612
309.0,view,399,145.26,613
46.0,view,288,291.43,614
,purchase,374,321.83,615
237.0,purchase,134,,616
234.0,view,266,177.2,617
721.0,click,93,-165.41,618
628.0,purchase,234,457.9,619
,view,224,175.25,620
683.0,view,324,,621
395.0,view,158,181.29,622
79.0,click,267,205.14,623
697.0,view,88,6226.313072712382,624
554.0,view,243,81.65,625
493.0,view,33,151.41,626
451.0,purchase,394,305.68,627
,purchase,263,335.92,628
234.0,view,426,233.8,629
395.0,view,357,274.18,630
359.0,click,100,,631
73.0,purchase,335,160.94,632
353.0,click,294,104.44,633
500.0,view,395,217.59,634
140.0,purchase,266,203.22,635
503.0,view,308,196.39,636
325.0,purchase,414,270.53,637
15.0,view,168,234.5,638
594.0,purchase,174,,639
487.0,purchase,3,317.75,640
,view,138,399.17,641
485.0,click,289,7980.474686215916,642
889.0,view,154,312.6,643
690.0,click,329,403.32,644
676.0,purchase,364,234.15,645
328.0,view,265,446.78,646
101.0,purchase,219,130.9,647
310.0,purchase,350,386.98,648
187.0,click,328,122.54,649
206.0,click,94,99.69,650
722.0,view,134,136.29,651
332.0,purchase,93,136.12,652
916.0,click,172,76.46,653
917.0,view,54,82.32,654
882.0,purchase,32,35.23,655
913.0,purchase,26,5415.050971941925,656
292.0,click,463,416.25,657
681.0,click,165,207.22,658
77.0,view,175,4533.415378327364,659
408.0,purchase,20,490.49,660
639.0,click,161,290.88,661
690.0,purchase,142,81.35,662
310.0,click,372,144.65,663
340.0,click,54,19.09,664
975.0,view,328,-263.79,665
619.0,click,405,397.05,666
338.0,purchase,325,132.73,667
796.0,click,281,353.93,668
903.0,click,314,82.69,669
652.0,view,66,432.68,670
706.0,view,217,72.51,671
762.0,purchase,495,,672
821.0,click,495,451.89,673
300.0,click,285,343.91,674
116.0,view,311,344.79,675
179.0,click,334,80.39,676
234.0,purchase,85,93.41,677
831.0,view,214,196.38,678
136.0,view,489,383.76,679
998.0,purchase,194,408.38,680
,view,332,175.62,681
499.0,view,329,,682
786.0,purchase,83,400.51,683
861.0,purchase,266,138.72,684
973.0,view,4,417.2,685
476.0,view,341,24.16,686
998.0,click,261,24.33,687
590.0,click,377,52.42,688
185.0,click,122,7.75,689
632.0,purchase,108,492.37,690
727.0,click,423,262.3,691
228.0,click,234,295.71,692
355.0,click,287,38.78,693
655.0,click,299,246.52,694
185.0,click,389,86.16,695
408.0,purchase,325,150.5,696
720.0,view,478,402.12,697
303.0,view,301,174.07,698
972.0,view,230,449.3,699
178.0,unknown_event,418,151.06,700
30.0,view,77,275.7,701
512.0,purchase,215,,702
224.0,click,303,247.31,703
,purchase,460,404.19,704
173.0,view,432,483.05,705
927.0,view,134,380.74,706
710.0,click,265,,707
132.0,purchase,294,293.91,708
555.0,view,470,368.16,709
910.0,view,190,1834.8355766198156,710
896.0,click,346,144.36,711
907.0,view,482,241.97,712
794.0,purchase,402,5.6,713
850.0,purchase,494,126.13,714
199.0,click,128,347.23,715
865.0,purchase,86,374.33,716
597.0,purchase,268,260.7,717
144.0,click,346,87.39,718
712.0,view,239,415.35,719
664.0,view,51,176.36,720
787.0,click,36,401.02,721
467.0,view,480,327.04,722
819.0,view,57,174.9,723
688.0,click,408,,724
525.0,purchase,3,36.03,725
733.0,click,18,280.61,726
608.0,click,236,449.27,727
402.0,click,356,105.03,728
816.0,click,302,275.43,729
319.0,purchase,91,308.33,730
791.0,view,6,297.33,731
539.0,view,44,449.7,732
804.0,purchase,369,16.42,733
702.0,view,394,493.05,734
926.0,purchase,460,32.85,735
708.0,view,183,482.65,736
902.0,view,192,54.08,737
808.0,view,198,35.57,738
647.0,purchase,192,418.43,739
371.0,purchase,406,474.13,740
665.0,purchase,137,178.76,741
642.0,purchase,26,99.34,742
77.0,view,476,469.7,743
88.0,purchase,169,486.33,744
142.0,view,15,,745
22.0,purchase,138,450.6,746
766.0,click,485,468.92,747
8.0,purchase,396,344.71,748
621.0,purchase,429,399.99,749
509.0,click,394,137.37,750
125.0,view,419,8739.128294502125,751
261.0,view,34,96.34,752
972.0,click,360,156.86,753
,click,296,53.4,754
271.0,purchase,440,390.58,755
235.0,view,381,493.52,756
885.0,click,41,366.88,757
83.0,purchase,404,498.78,758
394.0,view,345,345.9,759
641.0,view,416,399.11,760
783.0,purchase,304,254.92,761
564.0,click,363,317.68,762
120.0,view,216,377.24,763
735.0,purchase,164,383.26,764
690.0,click,51,430.54,765
,purchase,186,428.67,766
441.0,view,400,71.93,767
493.0,click,20,462.76,768
838.0,purchase,272,386.93,769
555.0,click,164,51.34,770
370.0,purchase,403,6.21,771
280.0,purchase,269,198.75,772
696.0,view,383,175.66,773
567.0,view,21,497.59,774
766.0,view,229,135.42,775
405.0,click,208,414.17,776
851.0,view,196,477.92,777
563.0,purchase,43,32.25,778
650.0,view,48,385.53,779
764.0,purchase,213,240.84,780
175.0,click,385,45.19,781
647.0,purchase,101,155.15,782
174.0,click,175,497.29,783
767.0,view,3,152.11,784
853.0,view,341,81.08,785
653.0,click,25,410.4,786
485.0,click,270,325.51,787
143.0,purchase,225,78.09,788
103.0,click,25,82.44,789
21.0,click,48,245.57,790
266.0,purchase,65,268.46,791
262.0,purchase,89,389.98,792
922.0,click,454,62.72,793
977.0,view,428,332.29,794
671.0,click,469,,795
147.0,unknown_event,237,499.13,796
917.0,click,197,149.59,797
568.0,purchase,43,316.13,798
4.0,purchase,116,215.37,799
931.0,purchase,137,312.79,800
493.0,purchase,100,287.2,801
37.0,click,266,271.85,802
16.0,click,21,134.81,803
23.0,view,113,196.07,804
347.0,view,436,124.5,805
967.0,click,39,444.99,806
388.0,click,199,487.72,807
,view,335,43.76,808
430.0,click,254,5182.356043506843,809
977.0,click,470,198.05,810
658.0,click,210,409.09,811
,view,445,102.88,812
,click,490,88.12,813
543.0,click,333,426.46,814
603.0,purchase,359,161.09,815
199.0,purchase,287,167.66,816
548.0,click,138,154.96,817
552.0,purchase,257,187.27,818
265.0,purchase,91,450.45,819
936.0,click,340,,820
210.0,view,264,61.57,821
831.0,click,67,8.82,822
769.0,view,303,311.59,823
419.0,click,269,274.07,824
183.0,click,403,46.22,825
845.0,click,284,317.0,826
837.0,purchase,425,383.3,827
287.0,click,213,131.89,828
635.0,click,364,259.65,829
,view,241,193.48,830
514.0,click,421,246.72,831
980.0,click,259,163.71,832
,purchase,50,464.15,833
127.0,click,27,16.86,834
629.0,click,14,244.6,835
432.0,purchase,393,381.06,836
159.0,click,498,182.45,837
462.0,view,29,344.49,838
710.0,purchase,151,302.52,839
355.0,click,357,301.41,840
583.0,purchase,277,494.1,841
78.0,unknown_event,153,157.22,842
,click,452,391.52,843
237.0,click,234,447.9,844
514.0,view,380,227.31,845
788.0,click,356,354.68,846
963.0,purchase,227,301.83,847
372.0,view,163,459.16,848
478.0,click,354,253.36,849
,purchase,189,306.88,850
595.0,click,228,60.58,851
28.0,click,33,356.58,852
981.0,click,36,12.44,853
879.0,view,342,155.0,854
434.0,click,75,334.18,855
447.0,purchase,298,229.07,856
86.0,click,175,29.05,857
844.0,view,126,96.05,858
589.0,purchase,471,43.45,859
534.0,purchase,467,292.09,860
936.0,click,386,437.87,861
347.0,click,304,13.69,862
826.0,view,180,391.3,863
609.0,view,459,355.25,864
989.0,purchase,309,154.12,865
528.0,click,276,405.93,866
347.0,view,132,448.43,867
,click,406,250.75,868
355.0,purchase,6,7984.965314312723,869
81.0,view,117,263.35,870
596.0,view,133,61.85,871
110.0,purchase,465,244.42,872
152.0,purchase,165,495.01,873
381.0,purchase,470,120.36,874
617.0,view,260,347.06,875
79.0,purchase,309,425.54,876
497.0,purchase,161,416.81,877
440.0,click,452,106.95,878
547.0,click,175,145.15,879
862.0,click,294,498.09,880
46.0,click,160,471.55,881
202.0,purchase,338,14.16,882
627.0,click,113,297.53,883
750.0,view,195,31.85,884
498.0,view,403,177.49,885
656.0,view,373,76.11,886
670.0,click,482,337.21,887
208.0,click,397,319.16,888
,view,55,247.22,889
332.0,purchase,115,294.75,890
805.0,click,14,281.97,891
680.0,click,374,214.27,892
998.0,click,258,133.09,893
728.0,purchase,369,193.67,894
463.0,click,381,73.44,895
543.0,purchase,471,226.78,896
491.0,purchase,299,80.12,897
467.0,click,8,263.12,898
62.0,view,325,69.15,899
316.0,click,280,77.36,900
118.0,click,303,40.52,901
276.0,click,320,269.49,902
332.0,purchase,254,,903
881.0,click,318,278.29,904
69.0,click,220,291.13,905
991.0,view,89,302.81,906
635.0,purchase,115,467.13,907
179.0,click,293,188.61,908
987.0,click,41,,909
560.0,click,156,293.12,910
526.0,view,174,175.5,911
846.0,purchase,229,183.93,912
896.0,purchase,227,444.48,913
879.0,purchase,207,215.07,914
650.0,click,477,3667.1582337763557,915
124.0,click,481,323.29,916
817.0,purchase,47,4379.860034324574,917
692.0,click,455,295.21,918
241.0,view,243,101.4,919
776.0,view,381,,920
374.0,unknown_event,241,144.85,921
698.0,unknown_event,62,474.59,922
553.0,view,41,402.57,923
925.0,view,9,151.33,924
852.0,click,307,352.75,925
,purchase,467,296.9,926
237.0,view,332,461.77,927
616.0,purchase,329,428.08,928
908.0,click,244,20.43,929
483.0,click,119,9154.13024519963,930
,click,110,209.06,931
718.0,purchase,163,464.08,932
187.0,purchase,378,207.5,933
834.0,click,367,447.73,934
558.0,purchase,283,187.46,935
284.0,purchase,339,364.0,936
214.0,click,495,411.24,937
261.0,click,318,266.62,938
535.0,purchase,103,290.86,939
126.0,purchase,170,267.0,940
62.0,view,101,163.16,941
865.0,click,62,282.49,942
737.0,click,335,,943
441.0,click,53,382.37,944
568.0,view,235,152.31,945
345.0,click,49,258.11,946
971.0,view,338,153.58,947
815.0,click,208,87.88,948
691.0,view,496,167.99,949
588.0,click,399,264.68,950
977.0,purchase,333,46.27,951
38.0,click,328,370.97,952
182.0,purchase,476,346.68,953
464.0,view,454,408.53,954
177.0,purchase,286,142.28,955
841.0,view,12,278.38,956
798.0,view,266,,957
497.0,purchase,133,150.43,958
554.0,purchase,438,218.59,959
